"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.319897504E0,-1.080509275E-2,1.004666090E-3,-5.208015442E-3,1.203672747E-2
1.324724900E0,3.532916307E-3,5.741447210E-3,-9.909629822E-3,1.198526082E-2
1.329552296E0,-2.021367848E-2,-8.573859930E-3,-1.457500458E-2,2.635402493E-2
1.334379691E0,-1.528780162E-2,-1.087617874E-2,-2.589225769E-3,1.893969991E-2
1.339207087E0,-5.715668201E-3,3.450810909E-3,-2.568244934E-3,7.153519481E-3
1.344034483E0,1.464247704E-3,1.076817513E-3,9.319305420E-3,9.494893933E-3
1.348861879E0,-1.040069014E-2,-3.678858280E-3,-9.740829468E-3,1.471706874E-2
1.353689275E0,-1.033059508E-2,-6.022334099E-3,-9.659767151E-3,1.537207872E-2
1.358516671E0,-3.115177155E-3,1.303952932E-2,-1.195240021E-2,1.796088874E-2
1.363344066E0,6.384737790E-3,-8.426040411E-3,-2.361297607E-3,1.083230170E-2
1.368171462E0,-7.462128997E-4,-1.307332516E-2,4.778862000E-3,1.393937539E-2
1.372998858E0,1.615315676E-3,-1.071661711E-3,-5.722045898E-6,1.938488147E-3
1.377826254E0,-5.535341799E-3,-1.764431596E-2,4.740715027E-3,1.909021407E-2
1.382653650E0,-7.610321045E-4,-3.319412470E-3,-7.164955139E-3,7.933111064E-3
1.387481046E0,6.346389651E-3,3.796696663E-3,4.757881165E-3,8.793690939E-3
1.392308441E0,8.678048849E-3,3.822565079E-3,1.183891296E-2,1.516840123E-2
1.397135837E0,1.098929346E-2,1.090872288E-2,4.621505737E-3,1.615930446E-2
1.401963233E0,-8.042462170E-3,2.030780911E-2,-1.630783081E-4,2.184296004E-2
1.406790629E0,-8.451342583E-4,1.301899552E-2,-1.621246338E-4,1.304740513E-2
1.411618025E0,-1.509493589E-2,-1.297891140E-3,-9.651184082E-3,1.796348978E-2
1.416445421E0,1.653686166E-3,5.830317736E-3,9.411811829E-3,1.119417191E-2
1.421272816E0,8.768238127E-3,5.810648203E-3,-7.275581360E-3,1.278982864E-2
1.426100212E0,1.616433263E-3,-1.084855199E-2,-2.470016479E-3,1.124299418E-2
1.430927608E0,4.045002162E-3,-2.022108436E-2,-4.820823669E-3,2.117769194E-2
1.435755004E0,6.395839155E-3,1.331657171E-3,1.183128357E-2,1.351515225E-2
1.440582400E0,1.109898835E-2,-5.798697472E-3,1.173305511E-2,1.716033267E-2
1.445409796E0,-1.039624959E-2,8.485972881E-3,4.515647888E-3,1.415926612E-2
1.450237191E0,-7.953315973E-3,8.414030075E-3,1.159667969E-2,1.638701061E-2
1.455064587E0,-7.903620601E-3,-1.178115606E-3,6.752967834E-3,1.046220577E-2
