"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.046214129E0,2.658999991E-3,-3.260999918E-3,-4.517199844E-2,4.536754175E-2
1.051210745E0,4.953000229E-3,-2.841999987E-3,-4.755400121E-2,4.789563870E-2
1.056207361E0,4.656999838E-3,-5.400000009E-5,-4.515200108E-2,4.539156051E-2
1.061203963E0,-4.020000051E-4,-2.304000081E-3,-4.036600143E-2,4.043369995E-2
1.066200579E0,-2.644000109E-3,-6.771000102E-3,-4.992699996E-2,5.045336960E-2
1.071197218E0,-1.185599994E-2,-3.641000018E-3,-4.749900103E-2,4.909151367E-2
1.076193833E0,-1.310299989E-2,1.607000013E-3,-4.266700149E-2,4.466255782E-2
1.081190228E0,-4.776000045E-3,-5.580999888E-3,-4.264000058E-2,4.326808738E-2
1.086187073E0,5.229999777E-3,-1.204899978E-2,-3.781700134E-2,4.003319727E-2
1.091183690E0,1.915200055E-2,-6.002999842E-3,-3.059799969E-2,3.659334253E-2
1.096180074E0,1.479000039E-2,1.794000040E-3,-1.865099929E-2,2.387095144E-2
1.101176918E0,-5.407100171E-2,1.846400090E-2,-2.587799914E-2,6.272370680E-2
1.106173304E0,-7.555899769E-2,4.088899866E-2,-7.131099701E-2,1.116527234E-1
1.111169918E0,9.740100056E-2,-1.989099942E-2,-3.533200175E-2,1.055033512E-1
1.116166533E0,1.726160049E-1,-6.843800098E-2,5.310999975E-2,1.931339359E-1
1.121163163E0,-1.595569998E-1,6.153599918E-2,-8.352500200E-2,1.903195769E-1
1.126159778E0,-5.658600107E-2,2.556199953E-2,-1.719630063E-1,1.828296115E-1
1.131156375E0,1.239140034E-1,-4.753100127E-2,4.839299992E-2,1.412648532E-1
1.136152991E0,-1.095580012E-1,3.038099967E-2,2.672700025E-2,1.167916662E-1
1.141149591E0,9.828200191E-2,-3.486099839E-2,-4.978400096E-2,1.155555618E-1
1.146146207E0,-2.984699979E-2,2.565399930E-2,-1.145130023E-1,1.210875666E-1
1.151142823E0,1.640900038E-2,-4.726999905E-3,-4.985800013E-2,5.270123337E-2
1.156139454E0,-1.827800088E-2,-1.353400014E-2,5.210000090E-3,2.333235044E-2
1.161135993E0,-3.397300094E-2,4.364999942E-3,1.245800033E-2,3.644749360E-2
1.166132586E0,6.210999936E-2,-4.164399952E-2,-8.326599747E-2,1.119155979E-1
1.171129202E0,-8.898299932E-2,6.276399642E-2,-9.042199701E-2,1.415395032E-1
1.176125817E0,1.611460000E-1,-5.957800150E-2,3.647900000E-2,1.756368100E-1
1.181122427E0,-1.422079951E-1,5.531200022E-2,-6.182400137E-2,1.646351675E-1
1.186119043E0,7.294200361E-2,1.484300010E-2,3.404499963E-2,8.185299348E-2
1.191115658E0,8.388599753E-2,-7.979699969E-2,-1.217570007E-1,1.680154426E-1
1.196112351E0,-2.225870043E-1,1.357869953E-1,-6.658799946E-2,2.691041513E-1
1.201108887E0,2.515189946E-1,-9.573999792E-2,1.178020015E-1,2.937775747E-1
1.206105500E0,-7.117000222E-2,-5.230100080E-2,-1.481669992E-1,1.724935464E-1
1.211102116E0,-2.160409987E-1,1.823350042E-1,-5.448399857E-2,2.879032354E-1
1.216098731E0,3.105550110E-1,-1.514829993E-1,6.511499733E-2,3.516126801E-1
1.221095347E0,-6.721799821E-2,-7.896199822E-2,-1.816290021E-1,2.091467209E-1
1.226091713E0,-2.819859982E-1,2.659600079E-1,-1.603600010E-2,3.879535826E-1
1.231088327E0,2.779969871E-1,-9.422200173E-2,1.129920036E-1,3.145271106E-1
1.236084942E0,1.400139928E-1,-2.447090000E-1,-1.626199931E-1,3.254714657E-1
1.241081548E0,-3.314769864E-1,2.532730103E-1,-1.333509982E-1,4.379574168E-1
1.246078164E0,5.845999811E-3,1.744250059E-1,1.466259956E-1,2.279417491E-1
1.251074803E0,3.358030021E-1,-3.505600095E-1,2.637699991E-2,4.861601820E-1
1.256071419E0,-8.013900369E-2,-1.079260036E-1,-2.245910019E-1,2.617468248E-1
1.261068034E0,-3.195849955E-1,4.025090039E-1,-7.561500371E-2,5.194859924E-1
1.266064634E0,9.306400269E-2,8.591300249E-2,1.368539929E-1,1.864697508E-1
1.271061250E0,3.079299927E-1,-4.243969917E-1,-9.639999829E-3,5.244298014E-1
1.276057866E0,-6.505899876E-2,-1.298779994E-1,-2.196239978E-1,2.633166696E-1
1.281054463E0,-3.107230067E-1,4.134790003E-1,-9.694000334E-2,5.262233697E-1
1.286051079E0,-4.071999807E-3,1.987760067E-1,1.154540032E-1,2.299089143E-1
1.291047704E0,3.075169921E-1,-3.782849908E-1,3.108499944E-2,4.885002680E-1
1.296044243E0,1.022669971E-1,-3.151760101E-1,-1.838620007E-1,3.789454992E-1
1.301040860E0,-2.605729997E-1,2.559750080E-1,-1.662259996E-1,4.013135630E-1
1.306037476E0,-2.094489932E-1,4.186510146E-1,3.933700174E-2,4.697711703E-1
1.311034168E0,1.599780023E-1,-5.492499843E-2,1.127149984E-1,2.032594095E-1
1.316030703E0,2.879109979E-1,-4.502150118E-1,-3.589700162E-2,5.356070335E-1
1.321027317E0,5.179999862E-4,-1.843419969E-1,-1.954559982E-1,2.686731981E-1
1.326023961E0,-2.889119983E-1,3.467940092E-1,-1.277710050E-1,4.691072983E-1
1.331020577E0,-1.851110011E-1,3.842529953E-1,6.558500230E-2,4.315296509E-1
1.336017192E0,1.582020074E-1,-8.889099956E-2,1.055129990E-1,2.099106427E-1
1.341013807E0,2.790009975E-1,-4.406880140E-1,-4.300900176E-2,5.233519433E-1
1.346010423E0,3.546199948E-2,-2.137829959E-1,-1.882179976E-1,2.870308997E-1
1.351007049E0,-2.449429929E-1,2.841700017E-1,-1.396410018E-1,4.003114651E-1
1.356003665E0,-2.237949967E-1,4.371899962E-1,2.748899907E-2,4.919094820E-1
1.361000050E0,6.310500205E-2,7.205499709E-2,1.104179993E-1,1.461721535E-1
1.365996678E0,2.708390057E-1,-3.819490075E-1,1.190899964E-2,4.683808660E-1
1.370993524E0,1.548909992E-1,-3.638989925E-1,-1.526979953E-1,4.239461949E-1
1.375989910E0,-1.403989941E-1,7.969599962E-2,-1.757059991E-1,2.386125060E-1
1.380986524E0,-2.717509866E-1,4.299919903E-1,-5.597700179E-2,5.117373693E-1
1.385983139E0,-8.844099939E-2,2.927809954E-1,7.727599889E-2,3.154585577E-1
